default,revolving_utilization_of_unsecured_lines,age,number_of_time30_59days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90days_late,number_real_estate_loans_or_lines,number_of_time60_89days_past_due_not_worse,number_of_dependents,probability_default,score,decision,risk_band
0,0.013293805,57,0,0.002785515,5743.0,5,0,0,0,0,0.008692841239341359,991,accept,Medium
0,0.020245372,70,0,0.225500854,6438.0,7,0,1,0,2,0.00855479073610629,991,accept,Medium
0,0.495536246,54,0,0.204371779,5626.0,2,0,1,0,0,0.028210268741598595,972,accept,Medium
0,0.039351453,79,0,0.264586771,6666.0,17,0,1,0,0,0.009853669814470011,990,accept,Medium
0,0.011936463,52,0,1049.0,5400.0,4,0,1,0,0,0.009792764391994169,990,accept,Medium
0,0.835516448,50,1,0.327074769,9000.0,6,0,1,0,2,0.22881858508482714,771,reject,High
1,0.165997145,45,2,2363.0,5400.0,12,1,1,0,2,0.3204773432624055,680,reject,High
0,0.046722554,61,0,0.046697929,5117.0,7,0,0,0,1,0.008716129627411164,991,accept,Medium
0,0.002490175,38,0,0.198121821,7666.0,10,0,0,0,0,0.011788925821751676,988,accept,Medium
0,0.055596294,33,0,0.274345131,5000.0,14,0,1,0,2,0.015400259711121397,985,accept,Medium
1,0.282718606,58,1,453.0,5400.0,6,0,0,0,0,0.0646354260604402,935,reject,High
0,0.843257837,60,0,0.46249654,7225.0,6,0,2,0,3,0.054769316936305885,945,reject,High
0,0.566083341,54,0,0.590979782,4500.0,20,0,2,0,1,0.09058723945094183,909,reject,High
0,0.175734377,63,0,0.058401149,2088.0,3,0,0,0,0,0.010542638512538517,989,accept,Medium
0,0.073491374,54,0,0.660828025,4395.0,14,0,2,0,2,0.016301260518844323,984,accept,Medium
0,0.850299401,22,0,0.031968032,1000.0,2,0,0,0,0,0.10036906489394293,900,reject,High
0,0.0,41,0,1679.0,5400.0,3,0,1,0,0,0.010795872358471266,989,accept,Medium
0,0.683771044,52,3,552.0,5400.0,13,0,0,0,2,0.3177657227044751,682,reject,High
0,0.010697177,67,0,6.0,5400.0,2,0,0,0,0,0.007429516476785819,993,accept,Medium
0,0.182397355,65,0,0.463764591,4111.0,7,0,1,0,1,0.012361982599900366,988,accept,Medium
1,0.980815348,42,3,0.359133748,4986.0,5,1,2,0,1,0.5131807652878753,487,reject,High
0,0.005092976,83,0,0.002943213,5775.0,6,0,0,0,0,0.007348333804672984,993,accept,Medium
1,0.992422391,68,0,0.089982004,3333.0,4,0,0,1,3,0.21393761439326026,786,reject,High
0,0.08831067,58,0,0.079833613,12500.0,14,0,0,0,0,0.011585597974600848,988,accept,Medium
0,0.09772899,75,0,0.031507513,2062.0,3,0,0,0,0,0.007942484701836072,992,accept,Medium
0,0.072419639,44,0,0.37241536,4400.0,8,0,1,0,0,0.01146227471247726,989,accept,Medium
0,0.007803184,41,0,0.499404904,4200.0,8,0,1,0,0,0.012171109941732395,988,accept,Medium
0,0.415056629,29,2,0.34122288,2534.0,9,2,0,2,0,0.43815469256451467,562,reject,High
0,0.677122813,27,0,0.314946619,2247.0,4,0,0,0,3,0.08644041211439465,914,reject,High
0,0.048828056,64,0,0.008274721,4833.0,4,0,0,0,0,0.007482357728504398,993,accept,Medium
0,0.164536513,65,1,0.295227726,5510.0,10,0,2,0,0,0.04338421090247106,957,accept,Medium
0,0.9999999,49,0,1.218227425,7175.0,10,0,2,0,0,0.12032571695764989,880,reject,High
0,0.022627278,94,0,0.024122807,455.0,2,0,0,0,0,0.009776427685321457,990,accept,Medium
0,0.85348293,51,0,0.582443654,5900.0,14,0,1,0,2,0.1402489826392666,860,reject,High
0,0.251129699,30,0,468.0,5400.0,4,0,0,0,0,0.01782821056333645,982,accept,Medium
0,0.070948744,39,0,0.513435821,8000.0,8,0,1,0,0,0.012649032574199814,987,accept,Medium
0,0.890219561,62,0,0.783216783,1000.0,5,0,0,0,0,0.07985678762793405,920,reject,High
0,0.681682958,68,0,0.293521187,9368.0,8,0,1,0,0,0.030982682398468554,969,accept,Medium
0,0.050842616,50,0,0.315134762,5787.0,6,0,1,0,3,0.010300560304873668,990,accept,Medium
0,0.096088187,70,0,0.741106719,1517.0,5,0,1,0,0,0.00992904100957017,990,accept,Medium
0,0.0,67,0,0.584224599,5983.0,9,0,3,0,0,0.015934994264226305,984,accept,Medium
0,1.058236273,40,0,0.166066164,3052.0,3,0,0,0,2,0.16571156233911374,834,reject,High
0,0.057862809,69,0,0.069984095,4400.0,5,0,0,0,1,0.007931484789368476,992,accept,Medium
0,0.781178754,52,0,0.619047619,6971.0,24,0,2,0,1,0.13857438060790025,861,reject,High
0,0.275482336,47,3,0.087330677,6274.0,6,0,0,0,3,0.12619066313326435,874,reject,High
0,0.4175055,75,0,0.079365079,8000.0,4,0,0,0,0,0.015107614117834027,985,accept,Medium
0,0.105618399,63,0,1331.0,5400.0,6,0,2,0,0,0.008076431711155272,992,accept,Medium
0,0.154978525,38,0,0.039988575,3500.0,4,0,0,0,0,0.013886075740406654,986,accept,Medium
0,0.0,61,0,0.166755319,3759.0,7,0,0,0,0,0.009622630654917972,990,accept,Medium
0,0.004888708,73,0,458.0,5400.0,5,0,1,0,0,0.007497072533326146,993,accept,Medium
0,0.108798245,37,0,3617.0,5400.0,4,0,2,0,0,0.012683613242669284,987,accept,Medium
0,0.021594448,57,0,0.479542166,7600.0,22,0,4,0,0,0.014789634123096574,985,accept,Medium
1,0.074192581,32,0,0.891223314,2950.0,5,0,1,0,0,0.013681763712148388,986,accept,Medium
0,0.05657682,61,0,0.498615598,4333.0,10,0,1,0,0,0.010728666376353948,989,accept,Medium
0,0.773813283,45,0,0.31387445,2500.0,8,0,0,0,3,0.09242918355336588,908,reject,High
0,0.454298643,43,0,0.384633045,13066.0,18,0,3,0,2,0.04723612308901412,953,accept,Medium
0,0.230472603,65,4,0.446237605,5142.0,10,1,3,0,0,0.19759939986401542,802,reject,High
0,0.038256862,67,0,0.374840938,5500.0,12,0,2,0,0,0.009900924605051011,990,accept,Medium
0,0.310265422,31,1,101.0,5400.0,2,0,0,0,0,0.08076468972559181,919,reject,High
0,0.028359208,69,0,0.362163346,4566.0,17,0,1,0,0,0.010359602224777109,990,accept,Medium
1,0.484653819,59,0,0.106695355,7900.0,4,0,0,0,1,0.02372267775797817,976,accept,Medium
0,0.017830079,52,0,0.150808162,13672.0,13,0,1,0,0,0.011098390429218312,989,accept,Medium
0,0.16745307,57,0,0.13340555,12000.0,6,0,1,0,1,0.010675639596106117,989,accept,Medium
1,0.648212226,27,1,0.03200883,3623.0,4,0,0,1,1,0.30527939462831283,695,reject,High
0,0.048790242,86,0,0.002112889,3312.0,2,0,0,0,0,0.007389481288421715,993,accept,Medium
0,0.9999999,40,3,0.182549136,6715.0,3,0,1,0,0,0.2855782681361515,714,reject,High
0,0.861260656,51,0,1.085723652,6100.0,8,0,1,0,3,0.11703208158161958,883,reject,High
0,0.0,43,0,0.0,8550.0,4,0,0,0,0,0.010137457615955971,990,accept,Medium
0,0.253966263,48,1,0.770661157,5323.0,23,0,2,0,3,0.11420119834356138,886,reject,High
0,0.0,35,0,0.251468566,8000.0,13,0,2,0,1,0.014806759856044748,985,accept,Medium
0,0.112522488,64,0,0.419502285,5906.0,23,0,1,0,0,0.013475382687854611,987,accept,Medium
0,0.999536259,43,0,0.884215735,8083.0,10,0,2,1,3,0.3405194589166848,659,reject,High
1,0.72533681,30,0,260.0,5400.0,8,0,0,0,2,0.09473606550542385,905,reject,High
0,1.023326854,46,1,0.492099323,3100.0,4,2,1,1,0,0.49233553714267986,508,reject,High
0,1.00279972,49,0,0.182906636,7850.0,7,0,1,0,1,0.09450778179789415,905,reject,High
0,0.913520191,29,0,0.371582855,2962.0,6,0,0,0,2,0.12364062426997402,876,reject,High
0,0.214741453,29,0,500.0,5400.0,3,0,0,0,0,0.017376383292366206,983,accept,Medium
0,0.9999999,87,0,0.0,5400.0,1,0,0,0,0,0.020793223165340137,979,accept,Medium
0,0.008722083,43,0,0.500967534,4650.0,6,0,2,0,1,0.01198285092295498,988,accept,Medium
0,0.196580342,30,0,0.017951099,3230.0,2,0,0,0,4,0.015620317822976904,984,accept,Medium
0,0.066046698,64,0,0.24225051,10290.0,4,0,2,0,0,0.008031964769587095,992,accept,Medium
0,0.171583905,56,0,1292.0,5400.0,14,0,1,0,0,0.01685679284385519,983,accept,Medium
0,0.063704286,46,1,2224.0,5400.0,9,0,1,0,2,0.04515363397696667,955,accept,Medium
0,0.49958833,46,0,3185.0,5400.0,11,0,1,0,0,0.04124577503201553,959,accept,Medium
0,0.010913117,69,0,0.074925075,2001.0,12,0,1,0,0,0.010215876225831866,990,accept,Medium
0,0.19323493,50,0,0.523569184,10500.0,15,0,2,0,0,0.025250800128513756,975,accept,Medium
0,0.31113959,62,0,0.338840687,10833.0,9,0,2,0,0,0.015504340247873534,984,accept,Medium
0,0.9999999,60,0,216.0,5400.0,1,0,0,0,0,0.06948613876323434,931,reject,High
0,0.005249563,53,0,0.120575885,5000.0,15,0,0,0,1,0.013061363727338432,987,accept,Medium
0,0.035915864,76,0,0.015246188,4000.0,10,0,0,0,0,0.008875571069044205,991,accept,Medium
0,0.065665358,42,0,3.37660485,700.0,11,0,1,0,0,0.015513523757705747,984,accept,Medium
0,0.0,82,0,0.006665278,4800.0,8,0,0,0,0,0.008133981700735003,992,accept,Medium
0,0.042401243,74,0,0.022316162,10171.0,10,0,0,0,0,0.008602724679066757,991,accept,Medium
0,0.715571377,55,2,0.265128122,18458.0,14,0,1,0,2,0.14058545919292353,859,reject,High
0,0.545423368,72,1,1.097163121,1409.0,15,0,1,0,0,0.10160285503762259,898,reject,High
0,0.225225846,70,0,0.18750764,8180.0,5,0,1,0,0,0.009457666318572068,991,accept,Medium
0,0.256642225,46,0,80.0,5400.0,2,0,0,0,0,0.01713002037909478,983,accept,Medium
0,0.9999999,31,0,0.465905034,2800.0,3,0,2,0,2,0.11265046074995441,887,reject,High
0,0.020858469,79,0,0.309010887,4316.0,18,0,2,0,0,0.010218279540361676,990,accept,Medium
0,0.720101781,48,1,0.050140581,2133.0,2,0,0,0,0,0.18082904071710026,819,reject,High
0,0.295713724,32,1,2.953311618,920.0,9,0,1,0,2,0.08648319037096622,914,reject,High
0,0.016187603,26,0,0.006569943,10958.0,23,0,0,0,0,0.022170569222384428,978,accept,Medium
0,0.0010261,68,0,0.468277946,3640.0,18,0,2,0,2,0.012724503727537749,987,accept,Medium
0,0.866441353,46,0,1.142857143,4500.0,7,0,1,0,0,0.11176849184278469,888,reject,High
0,0.120937726,34,0,0.245901639,2500.0,3,0,0,0,0,0.013651810920029678,986,accept,Medium
0,0.9999999,28,0,0.013116802,1600.0,0,0,0,0,2,0.21111998354654504,789,reject,High
0,0.083161638,64,0,0.457181389,1482.0,18,0,1,0,0,0.015292458345213967,985,accept,Medium
0,0.073525808,74,0,86.0,5400.0,2,0,0,0,0,0.007379637889899629,993,accept,Medium
0,0.9999999,49,0,0.212105535,1932.0,3,0,0,0,0,0.11839158155905165,882,reject,High
0,0.18832467,23,0,14.0,5400.0,1,0,0,0,0,0.018378264180590898,982,accept,Medium
0,0.051218377,34,0,0.203306226,7500.0,7,0,1,0,2,0.010723870263860149,989,accept,Medium
0,0.960600876,49,0,0.225783033,9641.0,4,0,0,0,0,0.09169170779988785,908,reject,High
0,0.892215569,27,0,0.256319812,1700.0,7,0,0,0,0,0.11536930176572452,885,reject,High
0,0.006271495,63,3,1931.0,0.0,13,0,1,0,0,0.04500627590935091,955,accept,Medium
0,0.021649459,66,0,0.454431175,17500.0,8,0,2,0,0,0.009315374717476524,991,accept,Medium
0,0.464916979,29,0,0.04526749,1700.0,4,0,0,0,0,0.029734549781008354,970,accept,Medium
0,0.007125931,59,0,0.10723759,5277.0,11,0,1,0,0,0.00954626473815224,990,accept,Medium
0,0.117380663,62,0,0.03713932,10500.0,14,0,0,0,0,0.011252420630110626,989,accept,Medium
0,0.17656484,80,0,0.121128588,6166.0,19,0,1,0,1,0.012727325411380563,987,accept,Medium
0,0.0,48,0,0.295425974,10340.0,7,0,2,0,0,0.01045850895621517,990,accept,Medium
0,0.06443631,55,0,0.007691671,12090.0,13,0,0,0,1,0.011082194430720314,989,accept,Medium
0,0.530023333,52,0,0.781846513,7700.0,9,0,2,0,0,0.06754005929226485,932,reject,High
1,0.9999999,40,2,1.030333842,5900.0,10,1,4,0,0,0.4762122216801994,524,reject,High
0,0.9999999,46,0,0.012337333,5916.0,1,0,0,0,2,0.16693895501860967,833,reject,High
0,0.763209472,40,0,0.538416764,1717.0,8,0,0,0,1,0.09771635941645712,902,reject,High
0,0.257367274,47,0,0.584314597,4500.0,21,0,1,0,1,0.034156286799451985,966,accept,Medium
0,0.0,31,2,0.267057569,1875.0,8,0,0,0,0,0.095733344206803,904,reject,High
0,0.318407573,66,0,0.265052211,4500.0,13,0,1,0,0,0.019093692454414786,981,accept,Medium
0,0.741544807,55,0,0.505971564,5274.0,11,0,2,0,2,0.07532300692365201,925,reject,High
0,0.014743358,50,0,0.650881347,3800.0,18,0,2,0,0,0.016830639662382137,983,accept,Medium
0,0.0,53,0,608.0,5400.0,8,0,1,0,0,0.011140493605700127,989,accept,Medium
0,0.499025506,35,1,0.629518072,1659.0,11,0,0,0,1,0.11798557243622224,882,reject,High
1,0.9999999,68,0,0.855523043,2733.0,5,0,0,0,2,0.03962096935256014,960,accept,Medium
0,1.020454892,51,3,0.228300894,1900.0,8,0,0,0,1,0.411544083501645,588,reject,High
0,0.9999999,38,0,110.0,5400.0,0,0,0,0,0,0.1570517302335261,843,reject,High
0,0.398237516,52,0,0.231101512,8333.0,5,0,1,0,3,0.020118890412180554,980,accept,Medium
0,0.185974958,51,0,0.031610521,4333.0,5,0,0,0,2,0.015323532971677252,985,accept,Medium
1,0.960693153,41,0,0.138132595,6500.0,7,0,0,0,4,0.11284051806443676,887,reject,High
0,0.914400982,28,1,0.223032513,3290.0,5,0,0,1,0,0.40813540863820896,592,reject,High
0,0.42645838,46,0,0.121037464,1387.0,5,0,0,0,2,0.029721949687088668,970,accept,Medium
0,0.172227738,31,1,501.0,1.0,14,0,0,0,0,0.05312103020966576,947,reject,High
1,0.459882028,58,3,1.181818182,4300.0,10,1,2,3,0,0.4313679026082671,569,reject,High
0,0.969187171,60,0,0.574773053,6278.0,12,0,1,0,0,0.08473157766533088,915,reject,High
0,0.106854962,49,0,0.058402585,4331.0,4,0,0,0,0,0.011701445230708566,988,accept,Medium
0,0.407111699,66,0,0.811946447,4854.0,10,0,1,0,0,0.02672433812586795,973,accept,Medium
1,0.78792496,55,2,0.512904183,3370.0,9,0,2,0,0,0.31126320929565565,689,reject,High
0,0.9999999,49,0,0.204955444,4600.0,2,1,0,0,1,0.44122024319802866,559,reject,High
0,0.108587106,46,0,0.305174644,7729.0,17,0,2,0,3,0.016812533046910882,983,accept,Medium
0,0.042677047,62,0,0.233052944,8083.0,7,0,1,0,0,0.008451253565643661,992,accept,Medium
0,0.612102206,63,0,0.139031926,3883.0,9,0,0,0,0,0.0470192547165526,953,accept,Medium
0,0.00588589,59,0,3309.0,5400.0,7,0,1,0,0,0.010474143754864277,990,accept,Medium
0,0.197627641,58,0,0.109580106,12264.0,10,0,2,0,1,0.012864797113666487,987,accept,Medium
0,0.023080665,84,0,0.085064293,5054.0,10,0,0,0,0,0.009146624540243384,991,accept,Medium
0,0.691316683,36,1,0.408518296,8334.0,8,0,2,0,0,0.15178302841095812,848,reject,High
0,0.067739546,55,3,0.173066273,10833.0,13,0,1,0,0,0.07866185098616676,921,reject,High
0,0.02820583,64,0,1150.0,5400.0,11,0,1,0,0,0.009213103285828712,991,accept,Medium
0,0.944801236,34,1,1221.0,5400.0,8,0,0,0,0,0.2981552177336065,702,reject,High
0,0.196090822,58,1,0.184372256,3416.0,10,0,0,0,1,0.058122334666397074,942,reject,High
0,0.570879262,33,0,0.437291898,900.0,3,0,0,0,0,0.05669570927407503,943,reject,High
0,0.194120392,32,0,0.161044078,4060.0,4,0,1,0,0,0.014187035525097784,986,accept,Medium
0,0.44510978,59,0,0.028863076,2840.0,3,0,0,0,0,0.023752328523334566,976,accept,Medium
0,0.03977006,60,0,0.062400747,10704.0,14,0,1,0,0,0.009566893419111249,990,accept,Medium
0,0.006671051,56,0,0.295139973,9608.0,16,0,2,0,1,0.011834026354324753,988,accept,Medium
0,0.084253255,40,0,0.099274175,4270.0,4,0,0,1,5,0.06295574617684246,937,reject,High
0,0.484634358,31,0,0.140945009,6200.0,5,0,0,0,0,0.03034887499108565,970,accept,Medium
0,0.766239483,51,0,0.567484001,13906.0,35,0,2,0,4,0.10778164505877294,892,reject,High
0,0.589671417,54,0,1.056431904,4500.0,10,0,2,0,0,0.06930300086340721,931,reject,High
0,0.059738465,68,0,0.107466417,3200.0,13,0,1,0,0,0.00986733079130674,990,accept,Medium
0,0.67308194,46,1,1.540666739,9208.0,17,0,5,0,1,0.22280587049761266,777,reject,High
0,0.797747015,73,0,1.015475313,2713.0,14,0,1,0,0,0.06939432078257429,931,reject,High
0,0.965044108,57,0,2575.0,5400.0,10,0,0,0,0,0.0581206827708238,942,reject,High
0,0.9999999,82,0,0.053189362,5000.0,1,0,1,0,0,0.02372135906247113,976,accept,Medium
0,0.302843517,51,2,0.315334268,12833.0,14,0,3,0,3,0.08155010195877092,918,reject,High
0,0.199509693,51,0,185.0,5400.0,3,0,0,0,1,0.01422583709711962,986,accept,Medium
0,0.007625161,73,0,666.0,5400.0,13,0,1,0,0,0.009114126361609909,991,accept,Medium
0,0.037278864,50,0,0.014631291,5125.0,4,0,0,0,1,0.009746657589704475,990,accept,Medium
0,0.263735638,36,1,0.429802553,9166.0,15,0,2,0,1,0.0702948129076646,930,reject,High
0,0.031693412,46,0,0.398834574,3088.0,9,0,2,0,1,0.011908394163887035,988,accept,Medium
0,0.208544183,65,1,0.544074983,4480.0,11,0,1,0,1,0.050234443768961676,950,reject,Medium
1,0.930645383,48,1,1291.0,5400.0,12,0,0,0,0,0.2960806464932374,704,reject,High
0,0.864540948,32,1,0.228428602,4600.0,9,0,0,0,3,0.27884802723261193,721,reject,High
0,0.300155521,41,0,0.101885544,3022.0,4,0,0,0,0,0.018291048795888228,982,accept,Medium
0,0.008756505,58,0,323.0,5400.0,6,0,0,0,0,0.008786137086478574,991,accept,Medium
0,0.035649074,32,0,0.476726023,3200.0,7,0,2,0,0,0.013110781464652044,987,accept,Medium
1,0.667004678,39,0,0.597834205,5355.0,10,0,2,0,3,0.09216175797264012,908,reject,High
0,0.039906668,38,0,0.91372661,7000.0,11,0,3,0,2,0.02525588909821739,975,accept,Medium
0,0.9999999,28,0,0.116017496,4800.0,3,9,0,0,1,0.4355310539535852,564,reject,High
0,0.029998947,44,0,0.219256149,3333.0,11,0,1,0,0,0.012054938950329414,988,accept,Medium
0,0.33891714,64,0,0.554913295,2248.0,7,0,2,0,0,0.02164522838167797,978,accept,Medium
0,0.081961371,48,0,3633.0,5400.0,11,0,2,1,3,0.035221436204715115,965,accept,Medium
0,0.862006418,52,0,0.595177074,8583.0,12,0,2,0,3,0.13923196998488863,861,reject,High
0,0.96863535,57,0,0.24537037,4535.0,7,0,1,0,0,0.07015901122878765,930,reject,High
0,0.01265935,55,0,3469.0,5400.0,14,0,3,0,0,0.01967801839380846,980,accept,Medium
0,0.514497929,30,0,0.068629019,6250.0,3,0,0,0,0,0.050011906156354036,950,reject,Medium
0,0.756899693,51,0,0.456517638,5300.0,7,0,1,0,1,0.07414921632393756,926,reject,High
0,0.027687251,60,0,29.0,5400.0,7,0,0,0,0,0.009287552674174452,991,accept,Medium
0,0.825207635,47,0,0.467774967,8300.0,8,0,1,0,3,0.09027143710862001,910,reject,High
0,0.9999999,46,1,0.159453521,10466.0,2,1,1,0,2,0.3718293242644721,628,reject,High
0,0.044595931,54,0,0.006022645,4150.0,10,0,0,0,1,0.010940845771685543,989,accept,Medium
0,0.0,78,0,0.188823795,2218.0,7,0,0,0,0,0.009039508930150788,991,accept,Medium
0,0.030365654,84,0,0.003374578,8000.0,3,0,0,0,0,0.007243031862628887,993,accept,Medium
0,0.483093756,36,0,0.41954023,6089.0,22,0,1,0,1,0.05357977231930219,946,reject,High
0,0.248932314,48,1,0.467093419,9997.0,20,0,4,0,2,0.07499399169906769,925,reject,High
0,0.230454513,66,0,0.20005333,15000.0,7,0,1,0,0,0.009761537152501443,990,accept,Medium
0,0.023522295,54,0,0.078007933,2268.0,4,0,0,0,0,0.010560194368259047,989,accept,Medium
0,0.059912404,54,0,0.114590833,8333.0,8,0,0,0,0,0.01029049342821712,990,accept,Medium
0,0.00599976,70,0,0.216885007,2060.0,6,0,1,0,0,0.008169483079309064,992,accept,Medium
0,0.740931642,56,0,0.520512212,8433.0,10,0,1,0,2,0.0697473196867047,930,reject,High
1,0.957546484,50,1,0.791512294,2968.0,13,2,1,1,0,0.5491800902630939,451,reject,High
0,0.022649431,65,0,0.402510279,9241.0,12,0,2,0,1,0.010132975769163163,990,accept,Medium
0,0.673460704,41,0,0.832655275,7373.0,13,0,3,0,0,0.11423517301835644,886,reject,High
1,0.793762276,50,2,0.47762331,5250.0,7,0,1,0,0,0.3164914019066243,684,reject,High
0,0.184558692,55,3,0.59721126,3800.0,13,0,2,0,1,0.13105103445706312,869,reject,High
0,0.007499886,76,0,0.003998934,3750.0,17,0,0,0,0,0.009790906583162909,990,accept,Medium
0,0.004161707,60,0,0.093221585,6800.0,9,0,1,0,1,0.009247799812822994,991,accept,Medium
0,0.30830306,36,0,0.135429262,3307.0,8,0,0,0,0,0.024806589228978895,975,accept,Medium
0,0.298283619,30,0,0.728965004,2685.0,6,0,1,0,2,0.025797717359466087,974,accept,Medium
0,0.008710724,69,0,0.019257221,1453.0,3,0,0,0,0,0.008011650251069882,992,accept,Medium
0,0.0,32,0,0.186610879,3584.0,5,0,0,0,0,0.011138493712785944,989,accept,Medium
0,0.08396159,34,0,0.036925848,3330.0,4,0,0,0,0,0.011016739985848841,989,accept,Medium
0,0.798710064,46,0,0.544105293,3570.0,4,0,2,0,3,0.10079755907281879,899,reject,High
0,0.05274731,50,0,0.744032428,6660.0,14,0,1,0,0,0.01667236051410204,983,accept,Medium
0,0.314453055,52,0,0.413644383,5100.0,14,0,1,0,2,0.030554652310550087,969,accept,Medium
0,0.9999999,60,0,0.0,5400.0,1,2,0,0,0,0.32029545674807547,680,reject,High
0,0.0,82,0,0.434284321,4100.0,24,0,2,0,0,0.011198869584994647,989,accept,Medium
0,0.549056368,37,0,0.404485274,3700.0,4,0,1,0,2,0.0616332119934115,938,reject,High
0,0.326307101,69,5,1.273602369,2700.0,15,1,2,0,1,0.18927043809027144,811,reject,High
0,0.61801678,49,0,0.664704409,7983.0,15,0,1,0,1,0.09191395943143806,908,reject,High
0,0.260540621,70,0,6608.0,5400.0,15,0,4,0,0,0.021882410378009524,978,accept,Medium
1,0.0,33,1,0.096725819,4000.0,8,0,0,1,0,0.1778705695139154,822,reject,High
0,0.339488402,54,0,1.080922341,4596.0,15,0,5,0,1,0.05464887186688128,945,reject,High
0,0.9999999,26,0,292.0,5400.0,5,0,0,0,0,0.12636216647066334,874,reject,High
0,0.023505592,67,0,0.007987532,5132.0,7,0,0,0,1,0.008029826956165364,992,accept,Medium
0,0.040619289,54,0,0.271900682,5718.0,4,0,1,0,0,0.009328116575163865,991,accept,Medium
0,0.144168877,56,0,0.720129708,4008.0,16,0,2,0,0,0.020013827890367993,980,accept,Medium
1,0.9999999,58,0,0.003552972,3095.0,0,2,0,0,2,0.37078309769913165,629,reject,High
0,0.237288136,45,0,0.046784174,10665.0,3,0,0,0,4,0.015507084128370902,984,accept,Medium
0,0.227493362,50,0,3867.0,5400.0,14,0,2,0,1,0.023052637833359847,977,accept,Medium
0,0.000679973,82,0,0.504026659,3600.0,11,0,1,0,1,0.011589383775203679,988,accept,Medium
0,0.032669388,42,0,0.180785537,12500.0,6,0,2,0,2,0.010149414858216375,990,accept,Medium
0,0.042974562,90,0,0.032243551,6667.0,6,0,0,0,1,0.0075301271423885065,992,accept,Medium
0,0.684961402,43,0,3578.0,5400.0,11,0,1,0,1,0.07266736091041776,927,reject,High
0,0.017106148,64,0,0.177770107,11587.0,25,0,1,0,0,0.01024145432871847,990,accept,Medium
0,0.192398656,39,1,0.030324242,40000.0,11,0,0,0,0,0.044069189120465466,956,accept,Medium
0,0.9999999,64,0,71.0,5400.0,1,0,0,0,0,0.04599894846332578,954,accept,Medium
0,0.015142845,66,0,0.204640203,11033.0,15,0,1,0,0,0.009572340603694576,990,accept,Medium
0,0.373339588,49,0,0.266375546,10075.0,14,0,1,0,2,0.024237687416397227,976,accept,Medium
0,0.779802737,47,0,0.378570192,5776.0,12,0,1,0,0,0.08887968806476836,911,reject,High
0,0.932422988,45,0,0.682074221,6035.0,10,0,2,0,2,0.1361246323664875,864,reject,High
0,0.235658811,41,0,0.450473111,8348.0,6,0,2,0,1,0.018610591049767256,981,accept,Medium
0,0.000666622,62,0,0.492706645,1850.0,4,0,1,0,0,0.009958757502616105,990,accept,Medium
0,0.058950098,43,0,0.644041042,3800.0,13,0,1,0,2,0.018112629698376445,982,accept,Medium
0,0.012583071,58,0,0.243571703,7816.0,9,0,1,0,0,0.009398561253691736,991,accept,Medium
0,0.039246729,74,0,0.004665112,3000.0,2,0,0,0,0,0.007442985619734062,993,accept,Medium
0,0.197116058,59,0,0.290215911,5140.0,6,0,1,0,0,0.01167857332857335,988,accept,Medium
0,0.015124055,56,0,7.721393035,200.0,10,0,1,0,0,0.012373902642240546,988,accept,Medium
0,0.277341769,64,0,0.353013999,10500.0,17,0,2,0,0,0.013962976712286364,986,accept,Medium
0,0.094897754,71,0,0.792554292,4834.0,11,0,2,0,0,0.011874207020409531,988,accept,Medium
0,0.666002322,73,1,0.341584505,14300.0,14,0,2,0,2,0.07036013926369013,930,reject,High
0,0.014873141,54,0,0.095093882,1650.0,3,0,0,0,2,0.01158887784706636,988,accept,Medium
1,1.389221557,37,0,0.748296229,2200.0,4,8,0,1,1,0.5042290370073983,496,reject,High
0,0.809419974,32,0,0.155338139,5825.0,6,0,0,0,0,0.0794870211435859,921,reject,High
0,0.032370504,51,0,0.369437293,10875.0,8,0,4,0,2,0.011718792580720422,988,accept,Medium
0,0.403040492,48,0,4250.0,5400.0,13,0,1,0,0,0.028527640989233903,971,accept,Medium
0,0.031232446,81,0,30.0,5400.0,6,0,0,0,0,0.007332250438910583,993,accept,Medium
1,1.447761194,51,0,0.005661713,1412.0,1,0,0,0,0,0.1938897939776471,806,reject,High
0,0.346325388,41,0,0.674322996,11188.0,18,0,4,0,3,0.06010503181977346,940,reject,High
0,0.097617548,63,0,0.157440659,22833.0,8,0,4,0,1,0.009503474106762569,990,accept,Medium
1,0.887997964,60,2,0.340164959,4000.0,21,0,0,0,2,0.3094558622959148,691,reject,High
0,0.0,83,0,0.0,5400.0,1,0,0,0,0,0.007053994186990288,993,accept,Medium
0,0.207288994,45,0,0.400170285,4697.0,6,0,1,0,0,0.016235224037557866,984,accept,Medium
0,0.07042443,65,0,0.105020829,4560.0,10,0,0,0,0,0.00989038422343394,990,accept,Medium
0,0.9999999,60,0,0.082857143,5249.0,5,0,1,0,2,0.05488324666778,945,reject,High
0,0.0,84,0,0.111111111,3140.0,9,0,0,0,0,0.01012372691938732,990,accept,Medium
0,0.107881535,52,0,0.301507538,5571.0,7,0,1,0,0,0.01171532214380089,988,accept,Medium
0,0.423224268,39,0,0.334514264,5362.0,13,0,0,0,4,0.04924352759943495,951,accept,Medium
0,0.522397549,45,0,0.494819124,5500.0,11,0,1,0,0,0.06525878088878553,935,reject,High
0,0.049298721,46,0,0.31187507,8900.0,23,0,2,0,1,0.014447537592657433,986,accept,Medium
